Date,Time,Area_Name,Road_Type,Weather_Condition,Surface_Condition,Traffic_Density,Accident_Severity
2023-02-05,06:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Low,1
2023-02-05,13:00,Chandni Chowk Main Road,City,Rain,Wet,Medium,3
2023-02-05,23:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,High,9
2023-02-06,10:00,Chandni Chowk Main Road,City,Clear,Dry,Low,3
2023-02-06,13:00,Chandni Chowk Main Road,City,Clear,Dry,Low,2
2023-02-06,11:00,Hauz Khas Village Rd,City,Rain,Wet,Medium,5
2023-02-06,19:00,Hauz Khas Village Rd,City,Stormy,Wet,High,9
2023-02-06,14:00,Connaught Place Outer Circle,City,Clear,Dry,Medium,3
2023-02-06,08:00,Chandni Chowk Main Road,City,Fog,Damp,High,6
2023-02-06,02:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,9
2023-02-06,13:00,Bawana Industrial Area,Rural,Fog,Damp,Low,9
2023-02-06,03:00,Chandni Chowk Main Road,City,Rain,Wet,Medium,6
2023-02-06,04:00,Bawana Industrial Area,Rural,Rain,Wet,Low,6
2023-02-06,18:00,DND Flyway,Highway,Fog,Damp,Low,8
2023-02-06,22:00,Chandni Chowk Main Road,City,Fog,Damp,Low,7
2023-02-06,20:00,Lajpat Nagar Market Rd,City,Clear,Dry,Medium,2
2023-02-06,12:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,2
2023-02-06,01:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,Medium,6
2023-02-06,07:00,DND Flyway,Highway,Clear,Dry,Medium,4
2023-02-06,06:00,Chhatarpur Farm Road,Rural,Clear,Dry,High,2
2023-02-06,11:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,Medium,10
2023-02-07,00:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,3
2023-02-07,15:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,High,10
2023-02-07,09:00,DND Flyway,Highway,Clear,Dry,High,4
2023-02-07,22:00,Bawana Industrial Area,Rural,Clear,Dry,High,1
2023-02-07,20:00,Lajpat Nagar Market Rd,City,Clear,Dry,Medium,1
2023-02-07,13:00,Bawana Industrial Area,Rural,Rain,Wet,High,5
2023-02-07,07:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Medium,5
2023-02-07,03:00,DND Flyway,Highway,Stormy,Wet,High,8
2023-02-07,18:00,Bawana Industrial Area,Rural,Stormy,Wet,Medium,10
2023-02-07,03:00,Hauz Khas Village Rd,City,Stormy,Wet,Low,7
2023-02-07,21:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Medium,7
2023-02-07,17:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Medium,5
2023-02-07,10:00,Bawana Industrial Area,Rural,Clear,Dry,Medium,2
2023-02-07,12:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Low,5
2023-02-07,23:00,Chandni Chowk Main Road,City,Rain,Wet,Low,5
2023-02-07,12:00,Lajpat Nagar Market Rd,City,Fog,Damp,High,8
2023-02-07,14:00,Connaught Place Outer Circle,City,Stormy,Wet,Medium,7
2023-02-07,02:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,7
2023-02-07,20:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Low,1
2023-02-07,08:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,High,10
2023-02-08,02:00,Lajpat Nagar Market Rd,City,Clear,Dry,Medium,2
2023-02-08,08:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Medium,7
2023-02-08,15:00,Connaught Place Outer Circle,City,Clear,Dry,High,1
2023-02-08,23:00,Bawana Industrial Area,Rural,Fog,Damp,High,9
2023-02-08,07:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Medium,7
2023-02-08,17:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,Low,2
2023-02-08,16:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,Medium,10
2023-02-08,19:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,High,8
2023-02-08,23:00,Lajpat Nagar Market Rd,City,Rain,Wet,High,4
2023-02-08,05:00,Connaught Place Outer Circle,City,Clear,Dry,Medium,1
2023-02-08,19:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,High,8
2023-02-08,03:00,Connaught Place Outer Circle,City,Clear,Dry,Low,3
2023-02-08,08:00,Connaught Place Outer Circle,City,Fog,Damp,Low,6
2023-02-08,16:00,Bawana Industrial Area,Rural,Stormy,Wet,Low,8
2023-02-08,17:00,Chandni Chowk Main Road,City,Fog,Damp,Low,7
2023-02-08,00:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,Medium,6
2023-02-08,07:00,Lajpat Nagar Market Rd,City,Stormy,Wet,High,6
2023-02-08,07:00,Chandni Chowk Main Road,City,Clear,Dry,Medium,1
2023-02-08,04:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Medium,3
2023-02-08,00:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Medium,8
2023-02-09,17:00,DND Flyway,Highway,Clear,Dry,High,6
2023-02-09,23:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Low,7
2023-02-09,13:00,DND Flyway,Highway,Stormy,Wet,Low,10
2023-02-09,02:00,Chandni Chowk Main Road,City,Stormy,Wet,High,7
2023-02-09,01:00,DND Flyway,Highway,Clear,Dry,Low,3
2023-02-09,13:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,Medium,4
2023-02-09,00:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,7
2023-02-09,01:00,DND Flyway,Highway,Stormy,Wet,High,10
2023-02-09,11:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,High,6
2023-02-09,15:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Low,4
2023-02-09,09:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Low,3
2023-02-09,18:00,Connaught Place Outer Circle,City,Rain,Wet,Medium,4
2023-02-09,22:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,High,7
2023-02-09,20:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,10
2023-02-09,02:00,Chandni Chowk Main Road,City,Rain,Wet,Low,6
2023-02-09,18:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,3
2023-02-09,01:00,Bawana Industrial Area,Rural,Fog,Damp,Medium,9
2023-02-09,04:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Medium,10
2023-02-09,05:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Low,4
2023-02-09,20:00,DND Flyway,Highway,Stormy,Wet,Medium,7
2023-02-10,00:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,High,4
2023-02-10,15:00,DND Flyway,Highway,Rain,Wet,Low,5
2023-02-10,14:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,Low,7
2023-02-10,17:00,Connaught Place Outer Circle,City,Fog,Damp,Medium,7
2023-02-10,11:00,Lajpat Nagar Market Rd,City,Rain,Wet,High,6
2023-02-10,12:00,Chandni Chowk Main Road,City,Rain,Wet,High,7
2023-02-10,04:00,DND Flyway,Highway,Stormy,Wet,High,8
2023-02-10,06:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,2
2023-02-10,07:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Medium,8
2023-02-10,03:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,7
2023-02-10,11:00,Lajpat Nagar Market Rd,City,Fog,Damp,Low,5
2023-02-10,09:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,High,10
2023-02-10,12:00,Lajpat Nagar Market Rd,City,Rain,Wet,Low,6
2023-02-10,21:00,Connaught Place Outer Circle,City,Stormy,Wet,Low,8
2023-02-10,10:00,Lajpat Nagar Market Rd,City,Rain,Wet,Medium,6
2023-02-10,09:00,Chandni Chowk Main Road,City,Stormy,Wet,High,9
2023-02-10,00:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,Medium,7
2023-02-10,01:00,Lajpat Nagar Market Rd,City,Fog,Damp,Low,4
2023-02-10,18:00,DND Flyway,Highway,Clear,Dry,Low,5
2023-02-11,02:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,2
2023-02-11,02:00,Connaught Place Outer Circle,City,Stormy,Wet,Low,6
2023-02-11,11:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,High,8
2023-02-11,06:00,Lajpat Nagar Market Rd,City,Clear,Dry,Low,3
2023-02-11,23:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,7
2023-02-11,20:00,DND Flyway,Highway,Clear,Dry,Medium,4
2023-02-11,20:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,Medium,9
2023-02-11,08:00,DND Flyway,Highway,Fog,Damp,High,8
2023-02-11,21:00,Lajpat Nagar Market Rd,City,Stormy,Wet,High,8
2023-02-11,05:00,Bawana Industrial Area,Rural,Fog,Damp,High,10
2023-02-11,15:00,Connaught Place Outer Circle,City,Stormy,Wet,Low,6
2023-02-11,02:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,High,6
2023-02-11,02:00,Bawana Industrial Area,Rural,Stormy,Wet,High,9
2023-02-11,16:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,High,7
2023-02-11,10:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Low,1
2023-02-11,15:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Low,3
2023-02-11,12:00,Lajpat Nagar Market Rd,City,Clear,Dry,High,2
2023-02-11,09:00,Connaught Place Outer Circle,City,Stormy,Wet,Low,5
2023-02-12,10:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,Medium,7
2023-02-12,19:00,Lajpat Nagar Market Rd,City,Fog,Damp,Low,5
2023-02-12,08:00,Chandni Chowk Main Road,City,Clear,Dry,High,3
2023-02-12,10:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,Low,8
2023-02-12,11:00,Bawana Industrial Area,Rural,Rain,Wet,Low,4
2023-02-12,10:00,DND Flyway,Highway,Stormy,Wet,High,8
2023-02-12,03:00,Lajpat Nagar Market Rd,City,Fog,Damp,Low,5
2023-02-12,16:00,DND Flyway,Highway,Rain,Wet,Low,8
2023-02-12,17:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Low,5
2023-02-12,07:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,High,9
2023-02-12,01:00,Chandni Chowk Main Road,City,Fog,Damp,Medium,5
2023-02-12,16:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,Medium,10
2023-02-12,23:00,Lajpat Nagar Market Rd,City,Clear,Dry,Low,1
2023-02-12,20:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Medium,9
2023-02-12,20:00,Chandni Chowk Main Road,City,Fog,Damp,High,6
2023-02-12,01:00,Lajpat Nagar Market Rd,City,Fog,Damp,Medium,6
2023-02-12,22:00,Hauz Khas Village Rd,City,Rain,Wet,High,4
2023-02-12,09:00,Bawana Industrial Area,Rural,Rain,Wet,Medium,3
2023-02-13,08:00,Hauz Khas Village Rd,City,Clear,Dry,High,3
2023-02-13,13:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,1
2023-02-13,07:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Medium,10
2023-02-13,02:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,Low,7
2023-02-13,11:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,High,6
2023-02-13,21:00,Chhatarpur Farm Road,Rural,Clear,Dry,Medium,1
2023-02-13,15:00,Chhatarpur Farm Road,Rural,Stormy,Wet,High,9
2023-02-13,10:00,Outer Ring Road (Nehru Place),Highway,Stormy,Wet,High,8
2023-02-13,12:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,7
2023-02-13,01:00,DND Flyway,Highway,Clear,Dry,Medium,3
2023-02-13,00:00,Bawana Industrial Area,Rural,Clear,Dry,Low,3
2023-02-13,04:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Low,4
2023-02-13,23:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,High,9
2023-02-13,03:00,Bawana Industrial Area,Rural,Clear,Dry,Medium,1
2023-02-13,22:00,Lajpat Nagar Market Rd,City,Clear,Dry,Low,1
2023-02-13,18:00,Chhatarpur Farm Road,Rural,Clear,Dry,Medium,1
2023-02-13,22:00,Lajpat Nagar Market Rd,City,Stormy,Wet,High,7
2023-02-13,12:00,DND Flyway,Highway,Stormy,Wet,Medium,7
2023-02-13,00:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,High,5
2023-02-13,09:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,8
2023-02-14,06:00,Lajpat Nagar Market Rd,City,Fog,Damp,Medium,7
2023-02-14,17:00,Chandni Chowk Main Road,City,Fog,Damp,High,7
2023-02-14,03:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,6
2023-02-14,11:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,7
2023-02-14,22:00,Lajpat Nagar Market Rd,City,Rain,Wet,High,5
2023-02-14,03:00,DND Flyway,Highway,Clear,Dry,Medium,3
2023-02-14,03:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,High,9
2023-02-14,13:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,Low,6
2023-02-14,09:00,Lajpat Nagar Market Rd,City,Rain,Wet,Medium,5
2023-02-14,01:00,Hauz Khas Village Rd,City,Rain,Wet,Medium,5
2023-02-14,16:00,Chandni Chowk Main Road,City,Fog,Damp,High,8
2023-02-14,00:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,High,1
2023-02-14,00:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Medium,6
2023-02-14,04:00,Hauz Khas Village Rd,City,Fog,Damp,High,7
2023-02-14,18:00,DND Flyway,Highway,Stormy,Wet,High,9
2023-02-14,13:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,Low,5
2023-02-14,18:00,Bawana Industrial Area,Rural,Rain,Wet,Low,4
2023-02-14,18:00,Connaught Place Outer Circle,City,Rain,Wet,Medium,5
2023-02-14,02:00,Bawana Industrial Area,Rural,Clear,Dry,Medium,1
2023-02-14,09:00,Hauz Khas Village Rd,City,Rain,Wet,High,4
2023-02-14,04:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Medium,10
2023-02-14,17:00,Chandni Chowk Main Road,City,Rain,Wet,Medium,3
2023-02-15,21:00,Chandni Chowk Main Road,City,Stormy,Wet,Low,8
2023-02-15,11:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,High,8
2023-02-15,20:00,Lajpat Nagar Market Rd,City,Rain,Wet,Low,6
2023-02-15,10:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,6
2023-02-15,16:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,Medium,3
2023-02-15,11:00,DND Flyway,Highway,Stormy,Wet,Medium,10
2023-02-15,13:00,Chhatarpur Farm Road,Rural,Rain,Wet,Low,4
2023-02-15,14:00,Connaught Place Outer Circle,City,Clear,Dry,Low,1
2023-02-15,07:00,DND Flyway,Highway,Stormy,Wet,Medium,7
2023-02-15,21:00,Chhatarpur Farm Road,Rural,Rain,Wet,Low,5
2023-02-15,20:00,Chhatarpur Farm Road,Rural,Rain,Wet,High,4
2023-02-15,05:00,Chhatarpur Farm Road,Rural,Fog,Damp,Low,8
2023-02-15,16:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,High,8
2023-02-15,13:00,Connaught Place Outer Circle,City,Fog,Damp,High,5
2023-02-15,13:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,High,10
2023-02-15,14:00,DND Flyway,Highway,Stormy,Wet,High,8
2023-02-15,17:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,High,7
2023-02-16,14:00,Hauz Khas Village Rd,City,Stormy,Wet,High,6
2023-02-16,01:00,Bawana Industrial Area,Rural,Rain,Wet,Medium,4
2023-02-16,16:00,Chhatarpur Farm Road,Rural,Rain,Wet,Low,3
2023-02-16,04:00,Outer Ring Road (Nehru Place),Highway,Fog,Damp,Medium,8
2023-02-16,23:00,Chandni Chowk Main Road,City,Rain,Wet,Low,5
2023-02-16,17:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Medium,9
2023-02-16,21:00,Bawana Industrial Area,Rural,Clear,Dry,Medium,2
2023-02-16,21:00,Hauz Khas Village Rd,City,Stormy,Wet,High,7
2023-02-16,16:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Medium,8
2023-02-16,18:00,Bawana Industrial Area,Rural,Fog,Damp,Low,7
2023-02-16,08:00,DND Flyway,Highway,Rain,Wet,High,7
2023-02-16,01:00,Hauz Khas Village Rd,City,Rain,Wet,Low,3
2023-02-16,19:00,Bawana Industrial Area,Rural,Stormy,Wet,Low,10
2023-02-16,09:00,Chandni Chowk Main Road,City,Rain,Wet,High,7
2023-02-16,17:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Low,8
2023-02-16,18:00,DND Flyway,Highway,Clear,Dry,Low,5
2023-02-16,03:00,Lajpat Nagar Market Rd,City,Rain,Wet,Low,3
2023-02-16,15:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Low,6
2023-02-16,00:00,DND Flyway,Highway,Clear,Dry,Medium,4
2023-02-16,21:00,Hauz Khas Village Rd,City,Rain,Wet,Low,6
2023-02-16,20:00,Lajpat Nagar Market Rd,City,Fog,Damp,Medium,4
2023-02-16,20:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,High,7
2023-02-16,01:00,Chandni Chowk Main Road,City,Stormy,Wet,High,7
2023-02-17,22:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,5
2023-02-17,05:00,Connaught Place Outer Circle,City,Clear,Dry,High,1
2023-02-17,08:00,Delhi-Gurgaon Expressway,Highway,Clear,Dry,Low,3
2023-02-17,01:00,Chhatarpur Farm Road,Rural,Clear,Dry,High,3
2023-02-17,22:00,Noida-Greater Noida Expressway,Highway,Clear,Dry,High,4
2023-02-17,17:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Medium,8
2023-02-17,18:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,Medium,3
2023-02-17,19:00,Lajpat Nagar Market Rd,City,Rain,Wet,Medium,3
2023-02-17,02:00,Chandni Chowk Main Road,City,Fog,Damp,Medium,4
2023-02-17,22:00,Connaught Place Outer Circle,City,Stormy,Wet,Low,8
2023-02-17,21:00,Lajpat Nagar Market Rd,City,Rain,Wet,Medium,3
2023-02-17,13:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,High,10
2023-02-17,09:00,Chhatarpur Farm Road,Rural,Rain,Wet,High,7
2023-02-17,18:00,Lajpat Nagar Market Rd,City,Stormy,Wet,High,9
2023-02-17,04:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Low,8
2023-02-17,09:00,Connaught Place Outer Circle,City,Fog,Damp,Low,7
2023-02-17,16:00,Hauz Khas Village Rd,City,Rain,Wet,High,6
2023-02-17,13:00,Chandni Chowk Main Road,City,Clear,Dry,Medium,2
2023-02-17,18:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Medium,7
2023-02-17,23:00,Hauz Khas Village Rd,City,Stormy,Wet,High,9
2023-02-18,22:00,Lajpat Nagar Market Rd,City,Fog,Damp,High,6
2023-02-18,07:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Low,3
2023-02-18,02:00,Connaught Place Outer Circle,City,Fog,Damp,Medium,7
2023-02-18,17:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,7
2023-02-18,04:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Low,5
2023-02-18,04:00,Connaught Place Outer Circle,City,Stormy,Wet,Medium,8
2023-02-18,02:00,DND Flyway,Highway,Clear,Dry,High,4
2023-02-18,16:00,Chandni Chowk Main Road,City,Stormy,Wet,Medium,8
2023-02-18,22:00,Connaught Place Outer Circle,City,Clear,Dry,Medium,1
2023-02-18,14:00,Connaught Place Outer Circle,City,Stormy,Wet,High,9
2023-02-18,02:00,Lajpat Nagar Market Rd,City,Stormy,Wet,Low,8
2023-02-18,09:00,Bawana Industrial Area,Rural,Fog,Damp,High,8
2023-02-18,02:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,10
2023-02-18,02:00,Chandni Chowk Main Road,City,Fog,Damp,Low,4
2023-02-18,13:00,Lajpat Nagar Market Rd,City,Clear,Dry,Medium,1
2023-02-18,03:00,Connaught Place Outer Circle,City,Fog,Damp,Medium,6
2023-02-18,20:00,Bawana Industrial Area,Rural,Stormy,Wet,Low,8
2023-02-18,20:00,Hauz Khas Village Rd,City,Fog,Damp,Low,7
2023-02-18,09:00,Bawana Industrial Area,Rural,Rain,Wet,Low,5
2023-02-19,21:00,DND Flyway,Highway,Clear,Dry,High,3
2023-02-19,20:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Low,9
2023-02-19,12:00,Chhatarpur Farm Road,Rural,Stormy,Wet,Low,8
2023-02-19,15:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,Medium,7
2023-02-19,09:00,Chhatarpur Farm Road,Rural,Rain,Wet,Medium,5
2023-02-19,08:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,6
2023-02-19,06:00,DND Flyway,Highway,Fog,Damp,Low,9
2023-02-19,19:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,High,9
2023-02-19,02:00,Chandni Chowk Main Road,City,Fog,Damp,High,8
2023-02-19,01:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,High,9
2023-02-19,22:00,Najafgarh-Dhansa Road,Rural,Clear,Dry,Low,1
2023-02-19,15:00,DND Flyway,Highway,Rain,Wet,Medium,7
2023-02-19,06:00,Bawana Industrial Area,Rural,Rain,Wet,High,4
2023-02-19,06:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,2
2023-02-19,06:00,Chandni Chowk Main Road,City,Rain,Wet,Low,4
2023-02-19,07:00,Hauz Khas Village Rd,City,Clear,Dry,Medium,3
2023-02-19,18:00,Bawana Industrial Area,Rural,Fog,Damp,High,10
2023-02-19,01:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,8
2023-02-19,15:00,Bawana Industrial Area,Rural,Fog,Damp,Low,7
2023-02-20,23:00,Delhi-Gurgaon Expressway,Highway,Rain,Wet,Low,7
2023-02-20,07:00,Hauz Khas Village Rd,City,Rain,Wet,Low,6
2023-02-20,05:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,High,7
2023-02-20,13:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,Low,7
2023-02-20,02:00,Bawana Industrial Area,Rural,Clear,Dry,Medium,2
2023-02-20,07:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,10
2023-02-20,13:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,Medium,7
2023-02-20,23:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,High,10
2023-02-20,21:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,High,10
2023-02-20,04:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,10
2023-02-20,16:00,Najafgarh-Dhansa Road,Rural,Stormy,Wet,High,10
2023-02-20,06:00,Hauz Khas Village Rd,City,Clear,Dry,Low,2
2023-02-20,23:00,Chandni Chowk Main Road,City,Rain,Wet,Low,5
2023-02-20,06:00,Lajpat Nagar Market Rd,City,Clear,Dry,High,3
2023-02-20,17:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Low,9
2023-02-20,02:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Low,8
2023-02-20,11:00,Bawana Industrial Area,Rural,Stormy,Wet,High,10
2023-02-20,12:00,Hauz Khas Village Rd,City,Clear,Dry,Low,3
2023-02-21,05:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,8
2023-02-21,09:00,Bawana Industrial Area,Rural,Rain,Wet,Low,6
2023-02-21,17:00,Connaught Place Outer Circle,City,Clear,Dry,Low,3
2023-02-21,14:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,10
2023-02-21,23:00,Chhatarpur Farm Road,Rural,Clear,Dry,Medium,2
2023-02-21,23:00,Chhatarpur Farm Road,Rural,Fog,Damp,Low,10
2023-02-21,14:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,Medium,8
2023-02-21,15:00,Connaught Place Outer Circle,City,Rain,Wet,Medium,3
2023-02-21,19:00,Chandni Chowk Main Road,City,Clear,Dry,Low,3
2023-02-21,16:00,Noida-Greater Noida Expressway,Highway,Fog,Damp,High,8
2023-02-21,01:00,Hauz Khas Village Rd,City,Stormy,Wet,Medium,7
2023-02-21,00:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Low,7
2023-02-21,03:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Low,10
2023-02-21,15:00,Noida-Greater Noida Expressway,Highway,Stormy,Wet,Low,9
2023-02-21,03:00,DND Flyway,Highway,Clear,Dry,High,6
2023-02-21,05:00,Chandni Chowk Main Road,City,Fog,Damp,Low,5
2023-02-21,21:00,Connaught Place Outer Circle,City,Rain,Wet,High,7
2023-02-21,06:00,Bawana Industrial Area,Rural,Rain,Wet,Medium,5
2023-02-22,15:00,Lajpat Nagar Market Rd,City,Clear,Dry,Low,2
2023-02-22,09:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,2
2023-02-22,18:00,Delhi-Gurgaon Expressway,Highway,Stormy,Wet,Low,9
2023-02-22,10:00,Hauz Khas Village Rd,City,Fog,Damp,Medium,6
2023-02-22,16:00,Bawana Industrial Area,Rural,Fog,Damp,Medium,9
2023-02-22,18:00,Chandni Chowk Main Road,City,Stormy,Wet,High,8
2023-02-22,17:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,High,9
2023-02-22,18:00,Najafgarh-Dhansa Road,Rural,Fog,Damp,Medium,9
2023-02-22,06:00,Bawana Industrial Area,Rural,Clear,Dry,High,3
2023-02-22,14:00,Chhatarpur Farm Road,Rural,Rain,Wet,Medium,5
2023-02-22,15:00,DND Flyway,Highway,Fog,Damp,High,8
2023-02-22,06:00,Hauz Khas Village Rd,City,Stormy,Wet,Low,6
2023-02-22,23:00,Najafgarh-Dhansa Road,Rural,Rain,Wet,High,7
2023-02-22,11:00,Delhi-Gurgaon Expressway,Highway,Fog,Damp,Medium,7
2023-02-22,18:00,Noida-Greater Noida Expressway,Highway,Rain,Wet,High,9
2023-02-22,21:00,Chandni Chowk Main Road,City,Fog,Damp,Medium,4
2023-02-22,22:00,Lajpat Nagar Market Rd,City,Rain,Wet,Medium,6
2023-02-22,22:00,Chhatarpur Farm Road,Rural,Clear,Dry,Low,2
2023-02-23,17:00,Outer Ring Road (Nehru Place),Highway,Clear,Dry,Medium,3
2023-02-23,03:00,Chhatarpur Farm Road,Rural,Fog,Damp,High,10
2023-02-23,22:00,DND Flyway,Highway,Clear,Dry,High,6
2023-02-23,04:00,Chandni Chowk Main Road,City,Clear,Dry,Low,1
2023-02-23,08:00,Chandni Chowk Main Road,City,Clear,Dry,High,1
2023-02-23,10:00,Lajpat Nagar Market Rd,City,Fog,Damp,Low,7
2023-02-23,01:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,7
2023-02-23,04:00,Outer Ring Road (Nehru Place),Highway,Rain,Wet,High,6
2023-02-23,22:00,Chandni Chowk Main Road,City,Clear,Dry,Low,2
2023-02-23,12:00,Lajpat Nagar Market Rd,City,Fog,Damp,Low,6
2023-02-23,16:00,Chandni Chowk Main Road,City,Fog,Damp,Medium,4
2023-02-23,14:00,DND Flyway,Highway,Clear,Dry,High,3
